loss,mae,mse,accuracy,val_loss,val_mae,val_mse,val_accuracy,epoch
4.665682315826416,1.4325377941131592,4.665682315826416,0.31200000643730164,6.65431022644043,1.7503104209899902,6.65431022644043,0.314185231924057,0
4.871261119842529,1.4379903078079224,4.871261119842529,0.31585365533828735,6.964751243591309,1.8099286556243896,6.964750289916992,0.2731535732746124,1
4.660572052001953,1.4236364364624023,4.660572052001953,0.31910568475723267,6.609501361846924,1.7624448537826538,6.609500408172607,0.2872215807437897,2
4.950319766998291,1.4786978960037231,4.950319766998291,0.30934959650039673,7.202742576599121,1.7883496284484863,7.202742576599121,0.28487691283226013,3
4.906530857086182,1.4486953020095825,4.906530857086182,0.3142276406288147,7.288371562957764,1.8243958950042725,7.288371562957764,0.22860492765903473,4
5.084756851196289,1.4639097452163696,5.084756851196289,0.3008130192756653,6.5962395668029785,1.7813633680343628,6.5962395668029785,0.2532239258289337,5
4.752354145050049,1.4587109088897705,4.752354145050049,0.2930894196033478,6.521060943603516,1.6604697704315186,6.521060943603516,0.3259085714817047,6
4.913096904754639,1.4639326333999634,4.913096904754639,0.3016260266304016,7.391234397888184,1.8309533596038818,7.391234397888184,0.30832356214523315,7
4.630354404449463,1.4145021438598633,4.630354404449463,0.32723575830459595,6.593113899230957,1.6867427825927734,6.593113899230957,0.3317702114582062,8
4.676970958709717,1.446069359779358,4.676970958709717,0.3121951222419739,6.675826072692871,1.70321524143219,6.675826072692871,0.32356390357017517,9
4.651265621185303,1.4431028366088867,4.651265621185303,0.3016260266304016,6.6954779624938965,1.7035454511642456,6.6954779624938965,0.3223915696144104,10
4.877189636230469,1.4435210227966309,4.877189636230469,0.30325204133987427,6.502275466918945,1.7057855129241943,6.502275466918945,0.32121923565864563,11
4.765708923339844,1.4441698789596558,4.765708923339844,0.31260162591934204,6.804243087768555,1.694366455078125,6.804243087768555,0.32121923565864563,12
4.603728771209717,1.421057939529419,4.603728771209717,0.3016260266304016,6.372492790222168,1.655855417251587,6.372492790222168,0.3341148793697357,13
4.815861225128174,1.4433155059814453,4.815861225128174,0.2995935082435608,6.625243186950684,1.7213813066482544,6.625243663787842,0.32004690170288086,14
5.239650726318359,1.472954273223877,5.239650726318359,0.3109756112098694,6.898601055145264,1.8473979234695435,6.898601055145264,0.20046892762184143,15
4.55804443359375,1.4233037233352661,4.55804443359375,0.31016260385513306,6.53533411026001,1.6954519748687744,6.53533411026001,0.3270809054374695,16
4.4308929443359375,1.401223063468933,4.4308929443359375,0.3097561001777649,6.53456449508667,1.67257559299469,6.53456449508667,0.32356390357017517,17
5.030525207519531,1.4568891525268555,5.030525207519531,0.30325204133987427,6.735411643981934,1.7904844284057617,6.735411643981934,0.29191091656684875,18
4.515844345092773,1.4181405305862427,4.515844345092773,0.3016260266304016,7.067911148071289,1.932525873184204,7.067911148071289,0.2016412615776062,19
5.008843898773193,1.4766241312026978,5.008843898773193,0.3097561001777649,6.57264518737793,1.713433861732483,6.57264518737793,0.3270809054374695,20
4.582449436187744,1.4085938930511475,4.582449436187744,0.3065040707588196,6.854690074920654,1.7319942712783813,6.854690074920654,0.3259085714817047,21
5.1444807052612305,1.495700478553772,5.1444807052612305,0.3121951222419739,7.388766765594482,1.8488919734954834,7.388766765594482,0.20046892762184143,22
4.733592510223389,1.4499074220657349,4.733592510223389,0.3020325303077698,6.753437519073486,1.7221689224243164,6.753437519073486,0.3270809054374695,23
4.6836161613464355,1.441454529762268,4.6836161613464355,0.3077235817909241,6.462240219116211,1.6882925033569336,6.462240219116211,0.32473623752593994,24
4.7702412605285645,1.4658281803131104,4.7702412605285645,0.29796749353408813,7.947867393493652,1.869645357131958,7.947867393493652,0.30011722445487976,25
5.035526275634766,1.478333592414856,5.035526275634766,0.31439998745918274,6.666957855224609,1.690451741218567,6.666957855224609,0.3259085714817047,26
4.573360443115234,1.4080541133880615,4.573360443115234,0.3121951222419739,6.651477813720703,1.820913314819336,6.651477813720703,0.21219226717948914,27
4.952640056610107,1.4744834899902344,4.952640056610107,0.29024389386177063,7.019268989562988,1.7195402383804321,7.019268989562988,0.3270809054374695,28
4.611274719238281,1.4174407720565796,4.611274719238281,0.31341463327407837,6.951569557189941,1.7673161029815674,6.951570987701416,0.3259085714817047,29
4.7109503746032715,1.4328413009643555,4.7109503746032715,0.3065040707588196,7.06627893447876,1.748898983001709,7.06627893447876,0.29660022258758545,30
4.982028007507324,1.4716460704803467,4.982028007507324,0.3085365891456604,6.72009801864624,1.8112869262695312,6.72009801864624,0.2180539220571518,31
4.946117401123047,1.4771876335144043,4.946117401123047,0.2918699085712433,6.859984397888184,1.7315219640731812,6.859984397888184,0.32825320959091187,32
4.578386306762695,1.4235467910766602,4.578386306762695,0.32154470682144165,6.934872150421143,1.7705835103988647,6.934872150421143,0.32121923565864563,33
4.850788593292236,1.4771696329116821,4.850788593292236,0.29552844166755676,6.565040588378906,1.6911565065383911,6.565040588378906,0.32356390357017517,34
4.8868207931518555,1.446064829826355,4.8868207931518555,0.3073170781135559,7.023125171661377,1.872614860534668,7.023125171661377,0.20398592948913574,35
4.4818620681762695,1.4169331789016724,4.4818620681762695,0.30000001192092896,6.699744701385498,1.6965644359588623,6.699744701385498,0.3259085714817047,36
4.751461029052734,1.4552608728408813,4.751461029052734,0.2983739972114563,6.860884666442871,1.7643492221832275,6.860884666442871,0.3094958961009979,37
4.778700828552246,1.4352847337722778,4.778700828552246,0.32601624727249146,6.327790260314941,1.712404727935791,6.327790260314941,0.3094958961009979,38
4.661861896514893,1.4278446435928345,4.661861896514893,0.30691057443618774,6.609637260437012,1.6934876441955566,6.609637260437012,0.32473623752593994,39
4.498218059539795,1.4227979183197021,4.498218059539795,0.32032519578933716,6.712454795837402,1.6845924854278564,6.712455749511719,0.33294254541397095,40
5.146491527557373,1.4948779344558716,5.146491527557373,0.29024389386177063,7.075948715209961,1.7311241626739502,7.075948715209961,0.3317702114582062,41
4.51836633682251,1.404345154762268,4.51836633682251,0.3207316994667053,6.598378658294678,1.7078369855880737,6.598378658294678,0.32004690170288086,42
4.768640995025635,1.4463016986846924,4.768640995025635,0.3048780560493469,7.847607135772705,1.8712595701217651,7.847607135772705,0.32121923565864563,43
4.64805793762207,1.4544076919555664,4.64805793762207,0.30894309282302856,6.620914936065674,1.755036473274231,6.620914936065674,0.26025789976119995,44
4.744833946228027,1.4402308464050293,4.744833946228027,0.3105691075325012,7.009285926818848,1.7242811918258667,7.009286403656006,0.32356390357017517,45
4.727321147918701,1.4097317457199097,4.727321147918701,0.3097561001777649,6.592921257019043,1.686023235321045,6.592921257019043,0.32356390357017517,46
5.001302242279053,1.4543366432189941,5.001302242279053,0.31260162591934204,6.684690952301025,1.6927739381790161,6.684690952301025,0.3259085714817047,47
4.978978157043457,1.4367163181304932,4.978978157043457,0.31951218843460083,6.536375045776367,1.7236734628677368,6.536375045776367,0.3177022337913513,48
4.562413215637207,1.4273524284362793,4.562413215637207,0.3016260266304016,6.843596935272217,1.8665441274642944,6.843596935272217,0.21570925414562225,49
4.746995449066162,1.4467449188232422,4.746995449066162,0.3097561001777649,6.856647491455078,1.7092790603637695,6.856647491455078,0.32825320959091187,50
4.861246585845947,1.4591529369354248,4.861246585845947,0.3117886185646057,7.035546779632568,1.811961054801941,7.035546779632568,0.32004690170288086,51
4.545881271362305,1.428958773612976,4.545881271362305,0.31360000371932983,6.997299671173096,1.8198884725570679,6.997299671173096,0.20046892762184143,52
5.062703609466553,1.4929274320602417,5.062703609466553,0.29227641224861145,6.8833465576171875,1.7337546348571777,6.8833465576171875,0.32473623752593994,53
4.672549247741699,1.4597258567810059,4.672549247741699,0.29756098985671997,8.322571754455566,1.8676906824111938,8.322571754455566,0.2743259072303772,54
4.700058460235596,1.4260375499725342,4.700058460235596,0.31747967004776,6.693085193634033,1.7035987377166748,6.693085193634033,0.32004690170288086,55
5.072195529937744,1.4793919324874878,5.072195529937744,0.30325204133987427,6.624358654022217,1.687605381011963,6.624358654022217,0.3305978775024414,56
4.619493007659912,1.4306726455688477,4.619492530822754,0.31016260385513306,6.851491451263428,1.7193818092346191,6.851491451263428,0.3270809054374695,57
4.884859561920166,1.459876537322998,4.884859561920166,0.31260162591934204,6.934353351593018,1.7552822828292847,6.934353351593018,0.24267292022705078,58
4.634600639343262,1.459165096282959,4.634600639343262,0.28902438282966614,6.991070747375488,1.706785798072815,6.99107027053833,0.3188745677471161,59
4.763672828674316,1.417210340499878,4.763672828674316,0.3048780560493469,6.750871658325195,1.753195881843567,6.750871658325195,0.3036342263221741,60
4.7949395179748535,1.4489648342132568,4.7949395179748535,0.3048780560493469,7.335038185119629,1.793491244316101,7.335038185119629,0.32356390357017517,61
4.847781658172607,1.4738550186157227,4.847781658172607,0.3097561001777649,7.326390743255615,1.7931407690048218,7.326390743255615,0.3223915696144104,62
4.7130584716796875,1.4714195728302002,4.7130584716796875,0.3016260266304016,6.55036735534668,1.697954773902893,6.55036735534668,0.3188745677471161,63
4.782506465911865,1.4326499700546265,4.782506465911865,0.3142276406288147,6.800475120544434,1.7087920904159546,6.800475120544434,0.3305978775024414,64
4.749147891998291,1.4295629262924194,4.749147891998291,0.2971544861793518,6.978484153747559,1.783557653427124,6.9784836769104,0.28839391469955444,65
4.849055767059326,1.4390051364898682,4.849055767059326,0.3154471516609192,7.199342250823975,1.7409083843231201,7.199342250823975,0.32473623752593994,66
4.820765972137451,1.4646828174591064,4.820765972137451,0.3004065155982971,7.012532711029053,1.7817680835723877,7.012532711029053,0.32004690170288086,67
4.7502827644348145,1.419525146484375,4.7502827644348145,0.3231707215309143,6.490872859954834,1.6826756000518799,6.490872859954834,0.31184056401252747,68
4.645700931549072,1.4441951513290405,4.645700931549072,0.3065040707588196,6.442310810089111,1.6944738626480103,6.442310810089111,0.314185231924057,69
4.468599319458008,1.4154796600341797,4.468599319458008,0.32276421785354614,8.273098945617676,1.8244186639785767,8.273098945617676,0.26025789976119995,70
5.156493186950684,1.4816241264343262,5.156493186950684,0.30447155237197876,7.500931262969971,1.773484706878662,7.500931262969971,0.32356390357017517,71
4.731158256530762,1.4210898876190186,4.731158256530762,0.30894309282302856,7.2980732917785645,1.7462044954299927,7.2980732917785645,0.3270809054374695,72
5.020359516143799,1.4644527435302734,5.020359516143799,0.31382113695144653,6.619146347045898,1.6664918661117554,6.619146347045898,0.33294254541397095,73
4.394063472747803,1.4141106605529785,4.394063472747803,0.30365854501724243,6.810635566711426,1.7328295707702637,6.810636043548584,0.32356390357017517,74
5.104734897613525,1.512744426727295,5.104734897613525,0.30325204133987427,6.917389392852783,1.7796859741210938,6.917389392852783,0.31301289796829224,75
4.924131393432617,1.4888569116592407,4.924131870269775,0.31138211488723755,6.884840488433838,1.7896108627319336,6.884840488433838,0.23329424858093262,76
4.785201549530029,1.4324860572814941,4.785201549530029,0.3065040707588196,7.564888954162598,1.8324576616287231,7.564888954162598,0.2895662486553192,77
4.93187141418457,1.4657142162322998,4.93187141418457,0.2939999997615814,7.318317413330078,1.7539485692977905,7.3183183670043945,0.3153575658798218,78
4.559272766113281,1.4227350950241089,4.559272766113281,0.315040647983551,6.666043758392334,1.7584123611450195,6.666043758392334,0.29191091656684875,79
4.76533317565918,1.4410539865493774,4.76533317565918,0.30365854501724243,7.061734199523926,1.747231125831604,7.061734199523926,0.2930832505226135,80
4.883598804473877,1.4686825275421143,4.883598804473877,0.3178861737251282,7.377869606018066,1.8445100784301758,7.377869606018066,0.3270809054374695,81
4.7449727058410645,1.4567781686782837,4.7449727058410645,0.29105690121650696,8.594533920288086,1.8282965421676636,8.594533920288086,0.32356390357017517,82
5.028294563293457,1.4505914449691772,5.028294563293457,0.31138211488723755,6.907362937927246,1.7901661396026611,6.907362937927246,0.2860492467880249,83
4.843950271606445,1.4665791988372803,4.843950271606445,0.30934959650039673,7.000647068023682,1.8862947225570679,7.000647068023682,0.20046892762184143,84
4.930531978607178,1.461986780166626,4.930531978607178,0.3109756112098694,7.038813591003418,1.7079678773880005,7.038813591003418,0.32473623752593994,85
4.730764865875244,1.4609323740005493,4.730764865875244,0.31829267740249634,6.743218421936035,1.7691570520401,6.743218421936035,0.29191091656684875,86
4.522512435913086,1.4054651260375977,4.522512435913086,0.3052845597267151,6.632840156555176,1.6930317878723145,6.632839202880859,0.3259085714817047,87
4.741837978363037,1.4563417434692383,4.741837978363037,0.3020325303077698,7.50876522064209,1.7818431854248047,7.508765697479248,0.3270809054374695,88
5.071624755859375,1.4786083698272705,5.071624755859375,0.30000001192092896,7.713637828826904,1.776039481163025,7.713637828826904,0.3059788942337036,89
4.359428882598877,1.3586199283599854,4.359428882598877,0.3166666626930237,7.488239288330078,1.7466367483139038,7.488239288330078,0.32825320959091187,90
4.844475269317627,1.4643664360046387,4.844475269317627,0.30325204133987427,6.775888442993164,1.717571496963501,6.775888442993164,0.3270809054374695,91
4.770259857177734,1.4478466510772705,4.770259857177734,0.31260162591934204,7.256284713745117,1.8696151971817017,7.256284713745117,0.2778429090976715,92
4.6031928062438965,1.4278137683868408,4.6031928062438965,0.328861802816391,7.466956615447998,1.822216510772705,7.466956615447998,0.32356390357017517,93
4.596820831298828,1.434341311454773,4.596820831298828,0.3004065155982971,6.6726250648498535,1.708728551864624,6.6726250648498535,0.3305978775024414,94
4.839585781097412,1.4408782720565796,4.839585781097412,0.3162601590156555,7.130961894989014,1.7679319381713867,7.130961894989014,0.314185231924057,95
4.948887825012207,1.4592258930206299,4.948887825012207,0.30569106340408325,6.78948974609375,1.7426964044570923,6.78948974609375,0.31652989983558655,96
4.749868869781494,1.4735608100891113,4.749868869781494,0.30325204133987427,6.93334436416626,1.7618536949157715,6.93334436416626,0.3188745677471161,97
4.5586323738098145,1.4127559661865234,4.5586323738098145,0.2939024269580841,7.827115058898926,1.814727783203125,7.827115058898926,0.31184056401252747,98
4.653471946716309,1.427003264427185,4.653471946716309,0.3109756112098694,6.687770366668701,1.6995177268981934,6.687770366668701,0.32473623752593994,99
